91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,117,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,117,117,117,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,117,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,117,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,118,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,118,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,118,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,118,118,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,118,118,118,118,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,118,118,118,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,118,118,118,118,118,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,118,118,118,118,118,117,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,118,118,118,118,118,117,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,118,118,118,118,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,118,118,118,118,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,118,118,118,118,118,117,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,118,118,118,118,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,118,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,116,117,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,116,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,116,117,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,116,117,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,117,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
